id,text,metadata
43,"
    1) Алгоритм для смартфонов / роутеров

## 1.1. Выявление проблемы → Решение
1) Определить проблемный номер
— Уточнить: была ли перезагрузка устройства или перевод в авиа-режим.
  • Если ДА → перейти к следующим шагам.
  • Если НЕТ → рекомендовать перезагрузить устройство.

2) Проверить регистрацию устройства в Request
— Если отсутствует → зарегистрировать в карточке клиента с ОБЯЗАТЕЛЬНОЙ идентификацией.

3) Проверить баланс/трафик в «Карточке клиента» (Request/HLR)
— Если недостаточно → рекомендовать пополнить баланс/переподключить пакет.

4) Проверить VLR в HLR-info
— Если VLR отсутствует на смартфоне/роутере:
  • Извлечь и заново подключить SIM-карту.
  • Если проблема сохраняется → попробовать SIM в другом устройстве.
    1. На другом устройстве не работает → замена SIM-карты (стоимость 300 тг).
    2. На другом устройстве работает → сервис-центр (проверка слота SIM).

5) Проверить в HLR-info поддержку 3G/4G/5G
— Если НЕТ → сообщить: «К сожалению, Ваш аппарат не поддерживает режим».
— Если ДА → в InVoice_Clients проверить статусы «GPRS/UMTS» и «LTE» (должны быть активны/разблокированы). Отправить SMS «Смена режима сети».

6) Проверить услуги в InVoice
— Убедиться, была ли уже заявка по интернету. Если нужно — оформить новую по низкой скорости.

7) Проверить приоритет SIM-карт
— Уточнить, что интернет выбран на SIM с ресурсами. Если клиент не понимает — отправить запрос в IUS.

8) Проверить интернет-сессии в InVoice за последние 90 минут
— Если есть → запрос на низкую скорость в BackOffice.
— Если нет → запрос на интернет-настройки в IUS.
    ",7027_Алгоритм_по_настройкам_интернета_Tele2_и_Altel_Tele2_және_Altel
44,"
Диагностика интернета — инструкция

1) Отправить клиенту SMS с настройками, сделать сброс SGSN, создать запрос на настройки.
— Уточнить модель телефона, режим сети.

2) Старая SIM-карта
— Если ошибка указывает на замену SIM → направить в АО, стоимость 300 тг.

3) Низкая скорость
— Если есть 4G-сессии, но скорость низкая → оформить заявку.

Как правильно составить заявку:
— Указать точный адрес, дату, время (из разговора с клиентом).
— Если клиент говорит «по всему городу» → рекомендовать SIM-замену и проверку устройства, но не указывать «по всему городу».
— В поле «интернет ресурсы» указать конкретные соцсети (TikTok, Instagram и др.). «Все ресурсы» — только если не работает ничего.
— Если проблема с одной соцсетью: проверить служебную почту (массовый инцидент), либо оформить заявку «Нет соединения \ Соц. сети».
— При массовом инциденте: выбрать тематику, заполнить поля, предоставить ответ из уведомления. Если уведомления нет — оформить заявку «Низкая скорость \ долго загружаются страницы». Ответ клиенту: «Ваша заявка принята. Ожидайте ответ от 3 до 5 дней».
        ",7027_Алгоритм_по_настройкам_интернета_Tele2_и_Altel_Tele2_және_Altel
45,"
        # 3) Время и основания для запросов на интернет-настройку (IUS)

— IUS обрабатывает запросы с 9:00 до 00:00.
— Если запрос создан 00:00–9:00, нужно уведомить клиента, что ответ будет после 9:00.

Основания для запроса:
1. Нет выходов в интернет (Invoice) за последние 90 минут.
2. Смена пароля в роутере.
3. Смена режима сети.
4. Смена приоритета SIM-карт.
5. Разблокировка роутеров Huawei/ZTE, если в HLR-device отображается смартфон.
        ",7027_Алгоритм_по_настройкам_интернета_Tele2_и_Altel_Tele2_және_Altel
46,"
        4) FAQ (RUS/KAZ)

Вопрос:
«Все приложения работают, кроме 1–2; мобильный интернет включен, но пара приложений не грузится. Что делать?»

Ответ RUS:
— iOS: Настройки → Сотовая связь → включить бегунок напротив нужного приложения.
— Android: Настройки → Подключения → Использование данных → Разрешённые сети для подключения → выбрать «только мобильные сети» или «мобильные сети и Wi-Fi».

Ответ KAZ:
— iOS: Параметрлер → Ұялы байланыс → жүгірткі қосулы (жасыл).
— Android: Параметрлер → Қосылымдар → Деректерді пайдалану → Қосылуға рұқсат етілген желілер → таңдалған қосылу түрі «Тек мобильді желілер арқылы» немесе «Мобильді желілер мен Wi-Fi арқылы».
",7027_Алгоритм_по_настройкам_интернета_Tele2_и_Altel_Tele2_және_Altel
47,"Қазақша нұсқа (қысқаша алгоритм)
1) Мәселе номерін анықтау → қайта жүктеу/ұшақ режимі.
2) Request ішінде құрылғы тіркелуі (жоқ болса — тіркеу).
3) Request/HLR: теңгерім жеткілікті ме (жеткіліксіз болса — толтыру/қайта қосу).
4) HLR-info: VLR жоқ болса → SIM шығарып-қайта қою, басқа құрылғыда тексеру.
   • Жұмыс істемесе → SIM ауыстыру.
   • Жұмыс істесе → сервис-орталыққа жолдау.
5) HLR-info: 3G/4G қолдауы бар ма. Жоқ болса — хабарлау. Бар болса — InVoice_Clients тексеру, SMS «Желі режимін өзгерту».
6) SIM басымдылығын тексеру. Қажет болса — IUS.
7) InVoice_Clients: соңғы 90 минуттағы сессияларды тексеру.
   • Бар болса — BackOffice-ке баяу жылдамдық сұранысы.
   • Жоқ болса — IUS тобына интернет орнату сұранысы.",7027_Алгоритм_по_настройкам_интернета_Tele2_и_Altel_Tele2_және_Altel
48,"
        # 6) Алгоритмы по настройкам интернета (архив)
— Группа IUS: 9:00–00:00.
— Телефон: проверить баланс, поддержку 3G/4G, услуги GPRS/UMTS/LTE, интернет-сессии.
— Если телефон поддерживает 4G/3G → в зависимости от режима и наличия сессий оформить заявку «Низкая скорость» или «Нет соединения».
— Если устройство не определяется в DMS → составить запрос «Internet \ Настройки GPRS \ Запрос на настройки \ телефон» → эскалация в Internet Users Support.
— SGSN сброс делать только после переподключения ТП/удержания АП и если статистика <1 сброса.
— USB-модем/роутер: аналогично — проверить баланс, статусы, интернет-сессии. При отсутствии — проверить VLR, SIM, заменить при необходимости.",7027_Алгоритм_по_настройкам_интернета_Tele2_и_Altel_Tele2_және_Altel
49,"
        # 7) Расхождение трафика

Если в HLR-info (PCRF) нет пакета или данные не сходятся:
— Оформить претензию: Претензии \ Тарификация/Баланс \ Расхождение трафика.
— Проверить наличие трафика в HLR-info (точнее, чем в Invoice).
— Проверить статус тарифного плана.
— Если всё активировано, но клиент не согласен — направить на детализацию.
— В заявке обязательно: описание ситуации, дата и время проверки, имя абонента.
        ",7027_Алгоритм_по_настройкам_интернета_Tele2_и_Altel_Tele2_және_Altel
50,"**Что такое верификация?**

**Верификациялау дегеніміз не?**

|  |  |
| --- | --- |
| Ответ на казахском | **Ответ на русском** |
| Қазақстандағы құрылғыларды верификациялау – бұл ұялы байланыс желілерінде қолданылатын мобильді құрылғылардың (телефондар, планшеттер және т.б.) заңдылығын тексеру процесі. | Верификация устройств в Казахстане – это процесс проверки законности использования мобильных устройств (телефонов, планшетов и т.п.) в сетях сотовой связи страны. |
",8861_Верификация (регистрация) ввезенных в РК устройств
51,"**Какая цель данных нововведений?**

**Жаңа өзгерістердің басты мақсаты қандай?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Сұр импортқа, алаяқтыққа және ұрланған телефондарға қарсы күрес, сондай-ақ цифрлық қауіпсіздікті арттыру және тұтынушылардың құқықтарын қорғау. Бұйрыққа сәйкес, шектеулер 24 наурыздан кейін елге әкелінген құрылғыларға қатысты. | Борьба с серым импортом, мошенничеством и крадеными телефонами, а также повышение цифровой безопасности и защита прав потребителей. Согласно приказу, ограничения касаются устройств, ввезенных в страну после 24 марта. |
",8861_Верификация (регистрация) ввезенных в РК устройств
52,"**Как проверить статус верификации мобильного устройства?**

**Мобильді құрылғыны верификациялау мәртебесін қалай тексеруге болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| EGovmobile мобильді қосымшасында 'Танымал қызметтер' бөлімі, 'Абоненттік құрылғының IMEI тексеру' сервисі; -БМҚ Ақпараттық жүйесі Порталының басты бетінде http://kz-imei.kz/ мекенжайы бойынша 'Сатып алмас бұрын құрылғыны тексеру' бөлімінде; -Сәйкестендіру кодтары дерекқорының сайтында https://imei.rfs.gov.kz/   Егер құрылғы верификацияланбаған болса, онда сатып алудан бас тарту ұсынылады, себебі ол ҚР ұялы байланыс желілерінде жұмыс істемейтін болады. | В мобильном приложении eGov раздел «Популярные услуги», сервис «Проверка IMEI абонентского устройства» -На главной странице Портала Информационной системы МИУ по адресу http://kz-imei.kz/ в разделе «Проверить устройство перед покупкой» -На сайте базы данных идентификационных кодов по адресу https://imei.rfs.gov.kz/  Если устройство не верифицировано, рекомендуется воздержаться от покупки, поскольку оно не будет работать в сетях мобильной связи РК. |
",8861_Верификация (регистрация) ввезенных в РК устройств
53,"**На основании какого нормативно-правового акта производится верификация мобильных устройств?**

**Мобильді құрылғыларды верифиациялау қандай нормативтік-құқықтық актінің негізінде жүзеге асырылады?**

|  |  |
| --- | --- |
| [Ответ на казахском](https://adilet.zan.kz/rus/docs/V1800017028) | Ответ на русском |
| [Мобильді құрылғыларды верификациялау Қазақстан Республикасы Ақпарат және коммуникациялар министрінің м.а. 2018 жылғы 23 мамырдағы № 226 'Ұялы байланыстың абоненттік құрылғыларын тіркеу Қағидаларын бекіту туралы' бұйрығының талаптарына сәйкес жүзеге асырылады. Бұл ретте ұялы байланыстың абоненттік құрылғыларын верификациялау жөніндегі міндеттеме 2025 жылғы 25 наурыздан бастап туындайды.](https://adilet.zan.kz/rus/docs/V1800017028) | Верификация мобильных устройств осуществляется в соответствии с требованиями Приказа и.о. Министра информации и коммуникаций Республики Казахстан от 23 мая 2018 года № 226 «Об утверждении Правил регистрации абонентских устройств сотовой связи» (https://adilet.zan.kz/rus/docs/V1800017028). При этом обязательство по верификации абонентских устройств сотовой связи возникает с 25 марта 2025 года. |
",8861_Верификация (регистрация) ввезенных в РК устройств
54,"**Кто должен верифицировать мобильные устройства?**

**Мобильді құрылғыларды кім верификациялауы тиіс?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| 1) Қазақстанға әкелінген мобильді құрылғыларды Қазақстан Республикасының аумағына әкелуді жүзеге асырған тұлғалар верификациялауы тиіс: Импорттаушылармен; Құрылғыларды шетелден сатып алған және оларды жеке пайдалану үшін елге өз бетінше немесе халықаралық жөнелтілімдер (сәлемдемелер/жеткізілімдер) арқылы әкелген жеке тұлғалармен. 2) Қазақстанда өндірілген мобильді құрылғылар өндірушілермен верификациялануы тиіс. 3) Өз кезегінде құрылғының IMEI-кодын өзгертуге жетелейтін ақаулы GSM-модулін ауыстыруды талап ететін мобильді құрылғыларды жөндеу кезінде верификациялауды уәкілетті сервистік орталықтар жүзеге асырады. | 1) Ввезенные в Казахстан мобильные устройства подлежат верификации лицами, осуществившими их ввоз на территорию Республики Казахстан: • импортерами; • физическими лицами, кто приобрел устройства за рубежом и ввез их в страну для личного пользования самостоятельно или через международные отправления (посылки/доставки). 2) Произведенные в Казахстане мобильные устройства подлежат верификации их производителями. 3) При ремонте мобильных устройств, требующем замены неисправного GSM-модуля, влекущего в свою очередь изменение IMEI-кода устройства, верификация осуществляется авторизованными сервисными  центрами. |
",8861_Верификация (регистрация) ввезенных в РК устройств
55,"**Если мобильное устройство не верифицировано что будет?**

**Егер мобильді құрылғы верификацияланбаған болса не болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| 2025 жылғы 25 мамырдан кейін ұялы байланыс желісіне қайта қосылатын барлық жаңа верификацияланбаған/заңдастырылмаған мобильді құрылғылар желіде бастапқы іске қосылғаннан кейін күнтізбелік 30 күн өткен соң Қазақстан Республикасының аумағында ұялы байланыс қызметтерін алуда шектелетін болады. | После 25 мая 2025 года все новые неверифицированные/нелегализованные мобильные устройства, вновь подключаемые к сети сотовой связи, будут ограничены в получении услуг мобильной связи на территории Республики Казахстан по истечение 30 календарных дней после их первичной активации в сети. |
",8861_Верификация (регистрация) ввезенных в РК устройств
56,"**Какое количество мобильных устройств можно верифицировать на один ИИН/БИН?**

**Бір ЖСН/БСН-ге қанша мобильді құрылғыларды верификациялауға болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Жеке тұлғалармен құрылғыларды верификациялауы (жеке пайдалану үшін) келесі шарттарға сәйкес бір ЖСН-мен шектеледі\*: Егер құрылғы ЕАЭО елдерінен (Армения, Беларусь, Қырғызстан, Ресей) әкелінген болса, онда жылына 2 смартфон, 2 планшет; Басқа елдерден - айына 2 смартфон, 2 планшет. \* Осы шектеулер, оның ішінде 2025 жылғы 25 маусымға дейін қолданыста болатын жеңілдетілген тәртіп шеңберінде жеке тұлғалармен верификацияланатын құрылғыларды қамтиды. | Верификации устройств физическими лицами (для личного пользования) ограничена на один ИИН в соответствии со следующими условиями\*: - 2 смартфона, 2 планшета в год, если устройство ввезено из стран ЕАЭС (Армения, Беларусь, Кыргызстан, Россия); - из других стран – 2 смартфона, 2 планшета в месяц. \* данные ограничения в том числе включают устройства, верифицируемые физическими лицами в рамках упрощенного порядка, действующего до 25 июня 2025 года. |
",8861_Верификация (регистрация) ввезенных в РК устройств
57,"**Нужно ли верифицировать устройство, купленное «с рук»?**

**«Қолдан» сатып алынған құрылғыны верификациялау қажет пе?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Егер сіз бұрын Қазақстанның\* ұялы байланыс желісінде тіркелген, пайдаланылған құрылғыны сатып алған болсаңыз, онда оны верификациялаудың қажеті жоқ. Верификация ҚР-ға жаңадан әкелінген, ҚР-да жаңадан өндірілген, бұрын Қазақстанның ұялы желілерінде тіркелмеген мобильді құрылғылар үшін тек 1 рет жүзеге асырылады. | Если Вы приобрели бывшее в употреблении устройство, которое уже ранее было зарегистрировано в сети сотовой связи Казахстана\*, то верифицировать его не нужно. Верификация осуществляется только 1 раз для вновь ввезенных в РК, вновь произведенных в РК мобильных устройств, которые ранее не были зарегистрированы в сотовых сетях Казахстана. |
",8861_Верификация (регистрация) ввезенных в РК устройств
58,"**Верифиациялауға арналған өтінім ақылы ма?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Жеке пайдалануға арналған мобильді құрылғыларды верификациялау жеке тұлғалар үшін тегін. Құрылғылардың импорты мен сервисін верификациялау үшін қызметтер ұсыну Шартында көрсетілген көлемде және талаптармен ақы алынатын болады. | Верификация мобильных устройств для физических лиц  для личного пользования - бесплатно. За верификацию импорта и сервиса устройств будет взиматься плата в размере и на условиях, указанных в Договоре на оказание услуг. |",8861_Верификация (регистрация) ввезенных в РК устройств
59,"
**Период легализации неактивированных /нераспроданных остатков/****мобильных устройств?**

**Іске қосылмаған/сатылмаған мобильді құрылғылардың қалдықтарын заңдастыру кезеңі?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| 2025 жылғы 25 наурыздан 25 мамырға дейін. | С 25 марта по 25 мая 2025 года. |",8861_Верификация (регистрация) ввезенных в РК устройств
60,"**Как долго обрабатывается заявка на верификацию?**

**Верификациялауға арналған өтінім қанша уақыт өңделеді?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Өтінім қарастыруға 72 сағаттан кем уақыт талап етіледі. | Максимальное время обработки заявки не более 72 часов. |",8861_Верификация (регистрация) ввезенных в РК устройств
61,"
**Как узнать свой IMEI?**

**IMEI  кодты қалай білуге болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| IMEI кодты \*#06# командасын теру арқылы білуге болады, бұл код мобильдік құрылғының эранында шығады.  Android құрылғысында:  Параметрлер → Телефон туралы → IMEI  iPhone құрылғысында:  Параметрлер → Негізгі → Бұл құрылғы туралы → IMEI  Сондай-ақ, IMEI коды телефон қорабында немесе кепілдік талонында көрсетілуі мүмкін. Егер телефоныңыздың аккумуляторы алынатын болса, IMEI нөмірі батареяның астында жазылады. | Чтобы узнать свой IMEI, нужно набрать на телефоне команду \*#06# — IMEI появится на экране.  на Android: зайдите в Настройки → О телефоне → IMEI;  на iPhone: Настройки → Основные → Об этом устройстве → IMEI.  Также рекомендуется посмотреть код на коробке или в гарантийном талоне. Если телефон с разборным аккумулятором - IMEI указан под батареей. |

",8861_Верификация (регистрация) ввезенных в РК устройств
62,"**Если клиент спрашивает, нужно ли регистрировать IMEI устройства M2M?**

**Егер клиент M2M құрылғысының IMEI нөмірін тіркеу керек пе деп сұраса, не деп жауап беру керек?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Машинааралық өзара әрекетке арналған (M2M) құрылғыларды верификациялау қажет емес. | Устройства (М2М) предназначенные для межмашинного взаимодействия верифицировать не нужно. |

",8861_Верификация (регистрация) ввезенных в РК устройств
63,"**Формат IMEI не соответствует установленному формату 15(16) символов. Например, 12 или 13 цифр**

**IMEI форматы белгіленген 15(16) таңбалық форматқа сәйкес келмейді. Мысалы, 12 немесе 13 сан**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Енгізілген ЖСН/БСН-ның дұрыстығын, сондай-ақ ЭЦҚ мәліметтерін тексеріңіз. ЭЦҚ тексерісі pki.gov.kz сайтында жүргізіледі. Қолданылып жатқан ЭЦҚ-ның дұрыс екеніне көз жеткізу қажет. | Проверьте корректность введенного ИИН/БИН, а также, данные из ЭЦП. Проверка ЭЦП проводится на сайте pki.gov.kz. Следует убедиться, что используется верный ЭЦП. |
",8861_Верификация (регистрация) ввезенных в РК устройств
64,"
**Заявка на верификацию**

******Верификациялауға арналған өтінім********Где подать заявку на верификацию мобильного устройства?**

**Мобильді құрылғыны верификациялауға арналған өтінімді қайда беруге болады?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Ұялы байланыс құрылғыларын  https://kz-imei.kz/ сайты арқала верфикациялауға болады | Заявка на верификацию устройств доступна на сайте https://kz-imei.kz |
",8861_Верификация (регистрация) ввезенных в РК устройств
65,"**Какие сведения должны быть указаны импортером в заявке на верификацию?**

**Импорттаушы верификациялауға арналған өтінімінде қандай мәліметтерді көрсетуі тиіс?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Мобильді құрылғылардың импортын верификациялауға арналған өтінімде келесі мәліметтер көрсетілуі тиіс:  Экспорт елі (құрылғы қайдан әкелінеді);  Растайтын құжаттардың бірі (құжаттың түрі мен нөмірі):  Тауарларға ілеспе жүкқұжат (ЕАЭО елдері үшін);  Тауарларға арналған Декларация немесе экспресс-жүктерге арналған тауарларға арналған Декларация (ЕАЭО емес елдер үшін);  Көрсетілген растайтын құжат шеңберінде импортталған құрылғылар туралы мәліметтер: әкелінетін құрылғылардың бренді, моделі, барлық IMEI мәндері, сериялық нөмірі (міндетті емес).  GSMA дерекқорында және уәкілетті мемлекеттік органдарда көрсетілген мәліметтерді сәтті тексергеннен кейін мобильді құрылғылар сәйкестендіру кодтары дерекқорының 'Ақ тізіміне' енгізіледі. Мұндай құрылғыларға арналған байланыс қызметтері шексіз мерзімге ұсынылатын болады. | В заявке на верификацию импорта мобильных устройств должны быть указаны следующие сведения  a. Страна экспорта (откуда ввозится устройство);  b. Один из подтверждающих документов (тип и номер документа):  Сопроводительная накладная на товары (для стран ЕАЭС);  Декларация на товары или Декларация на товары для экспресс-грузов (для стран не ЕАЭС);  c. Сведения об импортированных устройствах в рамках указанного подтверждающего документа: бренд, модель, все значения IMEI ввозимых устройств, серийный номер (опционально).  После успешной проверки указанных сведений в базе данных GSMA и в уполномоченных государственных органах, мобильные устройства вносятся в 'Белый список' базы данных идентификационных кодов. Услуги связи для таких устройств будут предоставлены на неограниченный срок. |

",8861_Верификация (регистрация) ввезенных в РК устройств
66,"**Какие сведения должны быть указаны физическим лицом в заявке на верификацию?**

**Верификациялауға арналған өтінімде жеке тұлға қандай мәліметтерді көрсетуі тиіс?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Жеке пайдалануға арналған мобильді құрылғыларды әкелу кезінде жеке тұлғалар үшін верификациялауға арналған өтінімде мынадай мәліметтер көрсетілуі тиіс\*:  Әкелу тәсілі (өз бетінше немесе сәлемдемемен);  Әкелу күні;  Экспорт елі (құрылғы қайдан әкелінеді);  Растайтын құжаттардың бірі:  Мемлекеттік шекараны кесіп өту фактілері туралы анықтама (ҚР визалық-көші-қон порталында қол жетімді): https://vmp.gov.kz/ өтінімге pdf қосымшасын тіркеу арқылы;  Жолаушылар декларациясы;  Көрсетілген растаушы құжат шеңберінде импортталған құрылғылар туралы мәліметтер: әкелінетін құрылғылардың бренді, моделі, барлық IMEI мәндері, сериялық нөмірі (міндетті емес).  GSMA дерекқорында және уәкілетті мемлекеттік органдарда көрсетілген мәліметтерді сәтті тексергеннен кейін мобильді құрылғылар сәйкестендіру кодтары дерекқорының 'Ақ тізіміне' енгізіледі. Мұндай құрылғыларға арналған байланыс қызметтері шексіз мерзімге ұсынылатын болады.     \* Бұл ретте, 2025 ЖЫЛҒЫ 25 МАУСЫМҒА дейін қолжетімді, верификацияланбаған ұялы телефондардың иелері – жеке тұлғалармен мобильді құрылғыларды верификациялауы үшін құрылғылар туралы мәліметтерді: мобильді құрылғылардың бренді, моделі, барлық IMEI мәндері, сериялық нөмірі (міндетті емес) ғана көрсету жеткілікті.     GSMA дерекқорында көрсетілген мәліметтерді сәтті тексергеннен кейін мобильді құрылғылар сәйкестендіру кодтары дерекқорының 'Ақ тізіміне' енгізіледі. Мұндай құрылғыларға арналған байланыс қызметтері шексіз мерзімге ұсынылатын болады. | В заявке на верификацию для физических лиц при ввозе мобильных устройств для личного пользования должны быть указаны следующие сведения:  a. Способ ввоза (самостоятельно или посылкой);  b. Дата ввоза;  c. Страна экспорта (откуда ввозится устройство);  d. Один из подтверждающих документов:  Справка о фактах пересечения государственной границы (доступна на визово-миграционном портале РК по адресу: https://vmp.gov.kz/ ) с приложением pdf документа к заявке;  Пассажирская декларация;  e. Сведения об импортированных устройствах в рамках указанного подтверждающего документа: бренд, модель, все значения IMEI ввозимых устройств, серийный номер (опционально).     После успешной проверки указанных сведений в базе данных GSMA и в уполномоченных государственных органах, мобильные устройства вносятся в 'Белый список' базы данных идентификационных кодов. Услуги связи для таких устройств будут предоставлены на неограниченный срок.  \* При этом, для верификации мобильных устройств физическими лицами – владельцами неверифицированных мобильных телефонов, доступной до 25 ИЮНЯ 2025 ГОДА, достаточно указание только сведений об устройствах: бренд, модель, все значения IMEI мобильных устройств, серийный номер (опционально).  После успешной проверки указанных сведений в базе данных GSMA, мобильные устройства вносятся в 'Белый список' базы данных идентификационных кодов. Услуги связи для таких устройств будут предоставлены на неограниченный срок. |

",8861_Верификация (регистрация) ввезенных в РК устройств
67,"**Какие сведения должны быть указаны производителем Казахстана в заявке на верификацию?**

**Верификациялауға арналған өтінімінде Қазақстан өндірушісі қандай мәліметтерді көрсетуі тиіс?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Мобильді құрылғылар өндірісін верификациялауға арналған өтінімде мынадай мәліметтер көрсетілуі тиіс:  Өндіріс туралы мәліметтер: Өндірілген күні, Серия/партия нөмірі;  Растайтын құжат (құжат түрі мен нөмірі): Сертификат (міндетті емес);  Өндіріс туралы көрсетілген мәліметтер шеңберінде Қазақстанда өндірілген құрылғылар туралы мәліметтер: құрылғылардың бренді, моделі, барлық IMEI мәндері, сериялық нөмірі (міндетті емес). | В заявке на верификацию производства мобильных устройств должны быть указаны следующие сведения:  Сведения о производстве: Дата производства, Номер серии/партии;  Подтверждающий документ (тип и номер документа): Сертификат (необязательно);  Сведения о произведенных в Казахстане устройствах в рамках указанных сведений о производстве: бренд, модель, все значения IMEI устройств, серийный номер (опционально). |

",8861_Верификация (регистрация) ввезенных в РК устройств
68,"**Какие сведения должны быть указаны авторизованным сервисным центром в заявке на верификацию?**

**Верификациялауға арналған өтінімінде уәкілетті қызмет көрсету орталығы қандай мәліметтерді көрсетуі тиіс?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Сервисті верификациялауға арналған өтінімде (IMEI құрылғыларын ауыстыру) мынадай мәліметтер көрсетілуі тиіс:  -Растайтын құжат (құжат түрі мен нөмірі): Акт/жүкқұжат (міндетті емес);  -Көрсетілген құжат шеңберінде жөнделген құрылғылар туралы мәліметтер: құрылғылардың бренді, моделі, жаңа және ауыстырылған IMEI, сериялық нөмірі (міндетті). | В заявке на верификацию сервиса (замены IMEI устройства) должны быть указаны следующие сведения:  -Подтверждающий документ (тип и номер документа): Акт/накладная (необязательно);  -Сведения об отремонтированных устройствах в рамках указанного документа: бренд, модель, новый и замененный IMEI устройств, серийный номер (обязательно). |

",8861_Верификация (регистрация) ввезенных в РК устройств
69,"**Максимальное количество устройств, которое можно зарегистрировать в одной заявке?**

**Бір өтінімде тіркеуге болатын құрылғылардың максималды саны?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Бір өтінімде тіркеуге болатын құрылғылардың максималды саны:  Қолмен толтыру кезінде - 100 құрылғы;  Сыртқы файлдан жүктеу кезінде - 10 000 құрылғы. | Максимальное количество устройств, которое можно зарегистрировать в одной заявке:  При ручном заполнении - 100 устройств.  При загрузке из внешнего файла - 10 000 устройств. |

",8861_Верификация (регистрация) ввезенных в РК устройств
70,"**Какие проверки будут проводиться в процессе верификации мобильных устройств?**

**Мобильді құрылғыларды верификациялау барысында қандай тексерулер жүргізіледі?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Верификациялауға арналған өтінімде көрсетілген мобильді құрылғы туралы мәліметтер тексерудің келесі кезеңдерінен өтеді:     Сол немесе басқа пайдаланушыдан бірдей (тап осындай) IMEI белсенді өтінімнің болмауы;  «Ақ тізімде» көрсетілген - бұрын верификацияланған құрылғыларда IMEI жоқ;  GSMA дерекқорына сәйкес көрсетілген IMEI дұрыстығы;  Пайдаланушымен көрсетілген құрылғы туралы мәліметтердің дұрыстығы;  Егер бір құрылғыда бірнеше IMEI болса, көрсетілген IMEI-дің дұрыс саны;  GSMA дерекқорындағы blocklist-те IMEI-дің болмауы (бұғатталған IMEI тізімі);  Сәйкестендіру кодтарының дерекқорында көрсетілген IMEI-дің болмауы (бұғатталған немесе желіде тіркелген);  Өтінімде көрсетілген, оның ішінде растайтын құжаттар туралы мәліметтердің мемлекеттік органдарда болуы және сәйкестігі.  Егер құрылғы БКДҚ-да IMEI жоқтығын тексеруден басқа, аталған тексерулердің біреуінен өтпесе, мұндай мобильді құрылғыны тексеру сәтсіз болып саналады. Мұндай құрылғылар туралы ақпарат БКДҚ-ның «ақ тізіміне» тапсырылмайды. | Сведения о мобильном устройстве, указанные в заявке на верификацию, проходят следующие этапы проверки:     Отсутствие активной заявки с таким же (такими же) IMEI от этого же или другого пользователя;  Отсутствие указанных IMEI в «белом списке» - ранее верифицированных устройств;  Корректность указанных IMEI в соответствии с данными БД GSMA;  Корректность сведений об устройстве, указанных пользователем;  Верное количество указанных IMEI, если у одного устройства несколько IMEI;  Отсутствие IMEI в block list (список заблокированных IMEI) БД GSMA;  Отсутствие указанного IMEI в базе данных идентификационных кодов (заблокированным или зарегистрированным в сети);  Наличие и соответствие сведений, указанных в заявке, в том числе о подтверждающих документах, в государственных органах.  Если устройство не прошло одну из перечисленных проверок, кроме проверки на отсутствие IMEI в БДИК, верификация такого мобильного устройства считается неуспешной. Информация о таких устройствах не будет передана в «белый список» БДИК. |

",8861_Верификация (регистрация) ввезенных в РК устройств
71,"**Какой должен быть формат файла для загрузки мобильных устройств в заявку на верификацию?**

**Мобильді құрылғыларды верификациялауға арналған өтінімге жүктеу үшін файл форматы қандай болуы тиіс?**

|  |  |
| --- | --- |
| Ответ на казахском | Ответ на русском |
| Құрылғыларды верификациялау біз арқылы жүзеге аспайды. Барлық сұрақтар бойынша толық ақпаратты https://kz-imei.kz/ сайтындағы ""Жиі қойылатын сұрақтар"" бөлімінен таба аласыз. Қолдау қызметінің нөмірі де сайтта көрсетілген. | Верификация устройств осуществляется не нами,  детальнее по всем вопросам ответы можете получить  на сайте https://kz-imei.kz/ в разделе ""часто задаваемые вопросы"". Номер их службы поддержки также указан на сайте. |

",8861_Верификация (регистрация) ввезенных в РК устройств
